CODCIUDAD,CIUDAD,CODMUNICIPIO,MUNICIPIO,CODESTADO,ESTADO
57,TINAQUILLO,93,FALCON,5,COJEDES
153,COJEDES,91,ANZOATEGUI,5,COJEDES
154,EL PAO,92,EL PAO DE SAN JUAN BAUTISTA,5,COJEDES
155,EL BAUL,94,GIRARDOT,5,COJEDES
156,MACAPO,95,LIMA BLANCO,5,COJEDES
157,LIBERTAD,96,RICAURTE,5,COJEDES
158,LAS VEGAS,97,ROMULO GALLEGOS,5,COJEDES
159,TINACO,99,TINACO,5,COJEDES
527,APARTADEROS,91,ANZOATEGUI,5,COJEDES
528,SUCRE,94,GIRARDOT,5,COJEDES
529,LA AGUADITA,95,LIMA BLANCO,5,COJEDES
530,EL AMPARO,96,RICAURTE,5,COJEDES
531,LA SIERRA,98,SAN CARLOS DE AUSTRIA,5,COJEDES
532,MANRIQUE,98,SAN CARLOS DE AUSTRIA,5,COJEDES
1112,CIUDAD SIN ASIGNAR DE MUNICIPIO ANZOATEGUI,91,ANZOATEGUI,5,COJEDES
1113,CIUDAD SIN ASIGNAR DE MUNICIPIO EL PAO DE SAN JUAN,92,EL PAO DE SAN JUAN BAUTISTA,5,COJEDES
1114,CIUDAD SIN ASIGNAR DE MUNICIPIO FALCON,93,FALCON,5,COJEDES
1115,CIUDAD SIN ASIGNAR DE MUNICIPIO GIRARDOT,94,GIRARDOT,5,COJEDES
1116,CIUDAD SIN ASIGNAR DE MUNICIPIO LIMA BLANCO,95,LIMA BLANCO,5,COJEDES
1117,CIUDAD SIN ASIGNAR DE MUNICIPIO RICAURTE,96,RICAURTE,5,COJEDES
1118,CIUDAD SIN ASIGNAR DE MUNICIPIO ROMULO GALLEGOS,97,ROMULO GALLEGOS,5,COJEDES
1119,CIUDAD SIN ASIGNAR DE MUNICIPIO SAN CARLOS DE AUST,98,SAN CARLOS DE AUSTRIA,5,COJEDES
1120,CIUDAD SIN ASIGNAR DE MUNICIPIO TINACO,99,TINACO,5,COJEDES
1365,CIUDAD SIN ASIGNAR DE ESTADO COJEDES,341,MUNICIPIO SIN ASIGNAR DE COJEDES,5,COJEDES
64,TUCUPITA,103,TUCUPITA,20,DELTA AMACURO
160,CURIAPO,100,ANTONIO DIAZ,20,DELTA AMACURO
161,SIERRA IMATACA,101,CASA COIMA,20,DELTA AMACURO
162,PEDERNALES,102,PEDERNALES,20,DELTA AMACURO
533,MANOA,100,ANTONIO DIAZ,20,DELTA AMACURO
534,BOCA DE CUYUBINI,100,ANTONIO DIAZ,20,DELTA AMACURO
535,ARAGUABISI,100,ANTONIO DIAZ,20,DELTA AMACURO
536,SAN FRANCISCO DE GUAYO,100,ANTONIO DIAZ,20,DELTA AMACURO
537,ARAGUAIMUJO,100,ANTONIO DIAZ,20,DELTA AMACURO
538,MORUCA,101,CASA COIMA,20,DELTA AMACURO
539,PIACOA,101,CASA COIMA,20,DELTA AMACURO
540,EL TRINFO,101,CASA COIMA,20,DELTA AMACURO
541,SANTA CATALINA,101,CASA COIMA,20,DELTA AMACURO
542,CAPURE,102,PEDERNALES,20,DELTA AMACURO
543,HACIENDA DEL MEDIO,103,TUCUPITA,20,DELTA AMACURO
544,CARAPAL DE GUARA,103,TUCUPITA,20,DELTA AMACURO
546,PALOMA,103,TUCUPITA,20,DELTA AMACURO
547,URBANIZACION DELFIN MENDOZA,103,TUCUPITA,20,DELTA AMACURO
548,SAN RAFAEL,103,TUCUPITA,20,DELTA AMACURO
549,LA HORQUETA,103,TUCUPITA,20,DELTA AMACURO
1121,CIUDAD SIN ASIGNAR DE MUNICIPIO ANTONIO DIAZ,100,ANTONIO DIAZ,20,DELTA AMACURO
1122,CIUDAD SIN ASIGNAR DE MUNICIPIO CASA COIMA,101,CASA COIMA,20,DELTA AMACURO
1123,CIUDAD SIN ASIGNAR DE MUNICIPIO PEDERNALES,102,PEDERNALES,20,DELTA AMACURO
1124,CIUDAD SIN ASIGNAR DE MUNICIPIO TUCUPITA,103,TUCUPITA,20,DELTA AMACURO
1366,CIUDAD SIN ASIGNAR DE ESTADO DELTA AMACURO,356,MUNICIPIO SIN ASIGNAR DE DELTA AMACURO,20,DELTA AMACURO
27,CARACAS,335,DISTRITO CAPITAL,3,DTTO. CAPITAL
1355,CIUDAD SIN ASIGNAR DE MUNICIPIO DISTRITO CAPITAL,335,DISTRITO CAPITAL,3,DTTO. CAPITAL
1367,CIUDAD SIN ASIGNAR DE ESTADO DTTO. CAPITAL,339,MUNICIPIO SIN ASIGNAR DE DTTO CAPITAL,3,DTTO. CAPITAL
28,CHICHIRIVICHE,118,MONSEÑOR,10,FALCON
29,CORO,117,MIRANDA,10,FALCON
30,PUNTO FIJO,108,CARIRUBANA,10,FALCON
31,SANTA ANA DE CORO,117,MIRANDA,10,FALCON
32,TUCACAS,123,SILVA,10,FALCON
68,PUNTA CARDON,108,CARIRUBANA,10,FALCON
163,SAN JUAN DE LOS CAYOS,104,ACOSTA,10,FALCON
164,SAN LUIS,105,BOLIVAR,10,FALCON
165,CAPATARIDA,106,BUCHIVACOA,10,FALCON
166,YARACAL,107,CACIQUE MANAURE,10,FALCON
167,LA VELA DE CORO,109,COLINA,10,FALCON
168,DABAJURO,110,DABAJURO,10,FALCON
169,PEDREGAL,111,DEMOCRACIA,10,FALCON
170,PUEBLO NUEVO,112,FALCON,10,FALCON
171,CHURUGUARA,113,FEDERACION,10,FALCON
172,JACURA,114,JACURA,10,FALCON
173,SANTA CRUZ DE LOS TAQUES,115,LOS TAQUES,10,FALCON
174,MENE DE MAUROA,116,MAUROA,10,FALCON
175,PALMASOLA,119,PALMASOLA,10,FALCON
176,CABURE,120,PETIT,10,FALCON
177,PIRITU,121,PIRITU,10,FALCON
178,MIRIMIRE,122,SAN FRANCISCO,10,FALCON
179,LA CRUZ DE TARATARA,124,SUCRE,10,FALCON
180,TOCOPERO,125,TOCOPERO,10,FALCON
181,SANTA CRUZ DE BUCARAL,126,UNION,10,FALCON
182,URUMACO,127,URUMACO,10,FALCON
183,PUERTO CUMAREBO,128,ZAMORA,10,FALCON
184,JUDIBANA,115,LOS TAQUES,10,FALCON
550,CAPADARE,104,ACOSTA,10,FALCON
551,LA PASTORA,104,ACOSTA,10,FALCON
552,EL MENE DE SAN LORENZO,104,ACOSTA,10,FALCON
553,ARACUA,105,BOLIVAR,10,FALCON
554,LA PEÑA,105,BOLIVAR,10,FALCON
555,BARIRO,106,BUCHIVACOA,10,FALCON
556,BOROJO,106,BUCHIVACOA,10,FALCON
557,GUAJIRO,106,BUCHIVACOA,10,FALCON
558,SAN JOSE DE SEQUE,106,BUCHIVACOA,10,FALCON
559,ZAZARIDA,106,BUCHIVACOA,10,FALCON
561,SANTA ANA,108,CARIRUBANA,10,FALCON
562,ACURIGUA,104,ACOSTA,10,FALCON
563,GUAIBACOA,104,ACOSTA,10,FALCON
564,LAS CALDERAS,104,ACOSTA,10,FALCON
565,EL MOYEPO,104,ACOSTA,10,FALCON
566,EL MANANTIAL (AGUA CLARA),111,DEMOCRACIA,10,FALCON
567,TUPURE,111,DEMOCRACIA,10,FALCON
568,PIEDRA GRANDE,111,DEMOCRACIA,10,FALCON
569,PURURECHE,111,DEMOCRACIA,10,FALCON
570,ADICORA,112,FALCON,10,FALCON
571,BARAIVED,112,FALCON,10,FALCON
572,BUENA VISTA,112,FALCON,10,FALCON
573,JADACAQUIVA,112,FALCON,10,FALCON
574,MORUY,112,FALCON,10,FALCON
575,ADAURE,112,FALCON,10,FALCON
576,EL HATO,112,FALCON,10,FALCON
577,EL VINCULO,112,FALCON,10,FALCON
578,AGUA LARGA,113,FEDERACION,10,FALCON
579,EL PAUJI,113,FEDERACION,10,FALCON
580,EL TUPI,113,FEDERACION,10,FALCON
581,MAPARARI,113,FEDERACION,10,FALCON
582,AGUA LINDA,114,JACURA,10,FALCON
583,ARAURIMA,114,JACURA,10,FALCON
584,CASIGUA,116,MAUROA,10,FALCON
586,LA NEGRITA,117,MIRANDA,10,FALCON
587,MITARE,117,MIRANDA,10,FALCON
588,RIO SECO,117,MIRANDA,10,FALCON
589,SABANETA,117,MIRANDA,10,FALCON
590,BOCA DEL TOCUYO,118,MONSEÑOR,10,FALCON
591,TOCUYO DE LA COSTA,118,MONSEÑOR,10,FALCON
592,PUEBLO NUEVO DE LA SIERRA,120,PETIT,10,FALCON
593,CURIMAGUA,120,PETIT,10,FALCON
594,SAN JOSE DE LA COSTA,121,PIRITU,10,FALCON
595,BOCA DE AROA,123,SILVA,10,FALCON
596,PECAYA,124,SUCRE,10,FALCON
597,EL CHARAL,126,UNION,10,FALCON
598,LAS VEGAS DEL TUY,126,UNION,10,FALCON
599,SAN JOSE DE BRUZUAL,127,URUMACO,10,FALCON
600,LA CIENAGA,128,ZAMORA,10,FALCON
601,LA SOLEDAD,128,ZAMORA,10,FALCON
602,PUEBLO CUMAREBO,128,ZAMORA,10,FALCON
603,ZAZARIDA,128,ZAMORA,10,FALCON
1125,CIUDAD SIN ASIGNAR DE MUNICIPIO ACOSTA,104,ACOSTA,10,FALCON
1126,CIUDAD SIN ASIGNAR DE MUNICIPIO BOLIVAR,105,BOLIVAR,10,FALCON
1127,CIUDAD SIN ASIGNAR DE MUNICIPIO BUCHIVACOA,106,BUCHIVACOA,10,FALCON
1128,CIUDAD SIN ASIGNAR DE MUNICIPIO CACIQUE MANAURE,107,CACIQUE MANAURE,10,FALCON
1129,CIUDAD SIN ASIGNAR DE MUNICIPIO CARIRUBANA,108,CARIRUBANA,10,FALCON
1130,CIUDAD SIN ASIGNAR DE MUNICIPIO COLINA,109,COLINA,10,FALCON
1131,CIUDAD SIN ASIGNAR DE MUNICIPIO DABAJURO,110,DABAJURO,10,FALCON
1132,CIUDAD SIN ASIGNAR DE MUNICIPIO DEMOCRACIA,111,DEMOCRACIA,10,FALCON
1133,CIUDAD SIN ASIGNAR DE MUNICIPIO FALCON,112,FALCON,10,FALCON
1134,CIUDAD SIN ASIGNAR DE MUNICIPIO FEDERACION,113,FEDERACION,10,FALCON
1135,CIUDAD SIN ASIGNAR DE MUNICIPIO JACURA,114,JACURA,10,FALCON
1136,CIUDAD SIN ASIGNAR DE MUNICIPIO LOS TAQUES,115,LOS TAQUES,10,FALCON
1137,CIUDAD SIN ASIGNAR DE MUNICIPIO MAUROA,116,MAUROA,10,FALCON
1138,CIUDAD SIN ASIGNAR DE MUNICIPIO MIRANDA,117,MIRANDA,10,FALCON
1139,CIUDAD SIN ASIGNAR DE MUNICIPIO MONSEÑOR,118,MONSEÑOR,10,FALCON
1140,CIUDAD SIN ASIGNAR DE MUNICIPIO PALMASOLA,119,PALMASOLA,10,FALCON
1141,CIUDAD SIN ASIGNAR DE MUNICIPIO PETIT,120,PETIT,10,FALCON
1142,CIUDAD SIN ASIGNAR DE MUNICIPIO PIRITU,121,PIRITU,10,FALCON
1143,CIUDAD SIN ASIGNAR DE MUNICIPIO SAN FRANCISCO,122,SAN FRANCISCO,10,FALCON
1144,CIUDAD SIN ASIGNAR DE MUNICIPIO SILVA,123,SILVA,10,FALCON
1145,CIUDAD SIN ASIGNAR DE MUNICIPIO SUCRE,124,SUCRE,10,FALCON
1146,CIUDAD SIN ASIGNAR DE MUNICIPIO TOCOPERO,125,TOCOPERO,10,FALCON
1147,CIUDAD SIN ASIGNAR DE MUNICIPIO UNION,126,UNION,10,FALCON
1148,CIUDAD SIN ASIGNAR DE MUNICIPIO URUMACO,127,URUMACO,10,FALCON
1149,CIUDAD SIN ASIGNAR DE MUNICIPIO ZAMORA,128,ZAMORA,10,FALCON
1368,CIUDAD SIN ASIGNAR DE ESTADO FALCON,346,MUNICIPIO SIN ASIGNAR DE FALCON,10,FALCON
33,ALTAGRACIA DE ORITUCO,136,MONAGAS,8,GUARICO
60,SAN JUAN DE LOS MORROS,139,ROSCIO,8,GUARICO
61,CALABOZO,135,MIRANDA,8,GUARICO
62,VALLE DE LA PASCUA,132,INFANTE,8,GUARICO
185,EL SOMBRERO,134,MELLADO,8,GUARICO
186,ORTIZ,137,ORTIZ,8,GUARICO
347,CAMAGUAN,129,CAMAGUAN,8,GUARICO
348,CHAGUARAMAS,130,CHAGUARAMAS,8,GUARICO
349,EL SOCORRO,131,EL SOCORRO,8,GUARICO
350,LAS MERCEDES,133,LAS MERCEDES,8,GUARICO
351,TUCUPIDO,138,RIBAS,8,GUARICO
352,SAN JOSE DE GUARIBE,140,SAN JOSE DE GUARIBE,8,GUARICO
353,SANTA MARIA DE IPIRE,141,SANTA MARIA DE IPIRE,8,GUARICO
354,GUAYABAL,142,SAN GERÓNIMO,8,GUARICO
604,PUERTO MIRANDA,129,CAMAGUAN,8,GUARICO
605,UVERITO,129,CAMAGUAN,8,GUARICO
606,CAZORLA,142,SAN GERÓNIMO,8,GUARICO
607,ESPINO,132,INFANTE,8,GUARICO
608,CABRUTA,133,LAS MERCEDES,8,GUARICO
609,SANTA RITA,133,LAS MERCEDES,8,GUARICO
610,SOSA,134,MELLADO,8,GUARICO
611,EL CALVARIO,135,MIRANDA,8,GUARICO
612,EL RASTRO,135,MIRANDA,8,GUARICO
613,GUARDATINAJAS,135,MIRANDA,8,GUARICO
614,LEZAMA,136,MONAGAS,8,GUARICO
615,LIBERTAD DE ORITUCO,136,MONAGAS,8,GUARICO
616,PASO REAL DE MACAIRA,136,MONAGAS,8,GUARICO
617,SAN FRANCISCO DE MACAIRA,136,MONAGAS,8,GUARICO
618,SAN RAFAEL DE ORITUCO,136,MONAGAS,8,GUARICO
619,SABANA GRANDE DE ORITUCO,136,MONAGAS,8,GUARICO
620,SAN FRANCISCO DE TIZNADOS,137,ORTIZ,8,GUARICO
621,SAN JOSE DE TIZNADOS,137,ORTIZ,8,GUARICO
622,LA UNION DE CANUTO,137,ORTIZ,8,GUARICO
623,SAN RAFAEL DE LAYA,138,RIBAS,8,GUARICO
624,CANTAGALLO,139,ROSCIO,8,GUARICO
625,PARAPARA,139,ROSCIO,8,GUARICO
626,ALTAMIRA,141,SANTA MARIA DE IPIRE,8,GUARICO
627,SAN JOSE DE UNARE,336,PEDRO ZARAZA,8,GUARICO
628,ZARAZA,336,PEDRO ZARAZA,8,GUARICO
1150,CIUDAD SIN ASIGNAR DE MUNICIPIO CAMAGUAN,129,CAMAGUAN,8,GUARICO
1151,CIUDAD SIN ASIGNAR DE MUNICIPIO CHAGUARAMAS,130,CHAGUARAMAS,8,GUARICO
1152,CIUDAD SIN ASIGNAR DE MUNICIPIO EL SOCORRO,131,EL SOCORRO,8,GUARICO
1153,CIUDAD SIN ASIGNAR DE MUNICIPIO INFANTE,132,INFANTE,8,GUARICO
1154,CIUDAD SIN ASIGNAR DE MUNICIPIO LAS MERCEDES,133,LAS MERCEDES,8,GUARICO
1155,CIUDAD SIN ASIGNAR DE MUNICIPIO MELLADO,134,MELLADO,8,GUARICO
1156,CIUDAD SIN ASIGNAR DE MUNICIPIO MIRANDA,135,MIRANDA,8,GUARICO
1157,CIUDAD SIN ASIGNAR DE MUNICIPIO MONAGAS,136,MONAGAS,8,GUARICO
1158,CIUDAD SIN ASIGNAR DE MUNICIPIO ORTIZ,137,ORTIZ,8,GUARICO
1159,CIUDAD SIN ASIGNAR DE MUNICIPIO RIBAS,138,RIBAS,8,GUARICO
1160,CIUDAD SIN ASIGNAR DE MUNICIPIO ROSCIO,139,ROSCIO,8,GUARICO
1161,CIUDAD SIN ASIGNAR DE MUNICIPIO SAN JOSE DE GUARIB,140,SAN JOSE DE GUARIBE,8,GUARICO
1162,CIUDAD SIN ASIGNAR DE MUNICIPIO SANTA MARIA DE IPI,141,SANTA MARIA DE IPIRE,8,GUARICO
1163,CIUDAD SIN ASIGNAR DE MUNICIPIO SAN GERÓNIMO,142,SAN GERÓNIMO,8,GUARICO
1356,CIUDAD SIN ASIGNAR DE MUNICIPIO PEDRO ZARAZA,336,PEDRO ZARAZA,8,GUARICO
1369,CIUDAD SIN ASIGNAR DE ESTADO GUARICO,344,MUNICIPIO SIN ASIGNAR DE GUARICO,8,GUARICO
1,BARQUISIMETO,145,IRIBARREN,11,LARA
2,CABUDARE,148,PALAVECINO,11,LARA
3,CARORA,150,TORRES,11,LARA
187,SANARE,143,ANDRES ELOY BLANCO,11,LARA
188,DUACA,144,CRESPO,11,LARA
189,QUIBOR,146,JIMENEZ,11,LARA
190,EL TOCUYO,147,MORAN,11,LARA
191,SARARE,149,SIMON PLANAS,11,LARA
193,SIQUISIQUE,151,URDANETA,11,LARA
629,LA BUCARITA,143,ANDRES ELOY BLANCO,11,LARA
630,LA ESCALERA,143,ANDRES ELOY BLANCO,11,LARA
631,EL ENEAL,144,CRESPO,11,LARA
632,BOBARE,145,IRIBARREN,11,LARA
633,BUENA VISTA,145,IRIBARREN,11,LARA
634,RIO CLARO,145,IRIBARREN,11,LARA
635,CUARA,146,JIMENEZ,11,LARA
636,CUBIRO,146,JIMENEZ,11,LARA
637,AGUA NEGRA,146,JIMENEZ,11,LARA
638,SAN MIGUEL,146,JIMENEZ,11,LARA
639,TINTORERO,146,JIMENEZ,11,LARA
640,EL HATO,146,JIMENEZ,11,LARA
641,LA CEIBA,146,JIMENEZ,11,LARA
642,ANZOATEGUI,147,MORAN,11,LARA
643,GUARICO,147,MORAN,11,LARA
644,VILLA NUEVA,147,MORAN,11,LARA
645,HUMOCARO ALTO,147,MORAN,11,LARA
646,HUMOCARO BAJO,147,MORAN,11,LARA
647,GUAITO,147,MORAN,11,LARA
648,BARBACOAS,147,MORAN,11,LARA
649,LOS RASTROJOS,148,PALAVECINO,11,LARA
650,AGUA VIVA,148,PALAVECINO,11,LARA
651,MANZANITA,149,SIMON PLANAS,11,LARA
652,LA MIEL,149,SIMON PLANAS,11,LARA
653,CURARIGUA,150,TORRES,11,LARA
654,RIO TOCUYO,150,TORRES,11,LARA
655,ATARIGUA,150,TORRES,11,LARA
656,LA PASTORA,150,TORRES,11,LARA
657,AREGUE,150,TORRES,11,LARA
658,QUEBRADA ARRIBA,150,TORRES,11,LARA
659,ARENALES,150,TORRES,11,LARA
660,SAN PEDRO,150,TORRES,11,LARA
661,BURERE,150,TORRES,11,LARA
662,EL EMPEDRADO,150,TORRES,11,LARA
663,PALMARITO,150,TORRES,11,LARA
664,SAN FRANCISCO,150,TORRES,11,LARA
665,EL JABON,150,TORRES,11,LARA
666,EL PARADERO,150,TORRES,11,LARA
667,PARAPARA,150,TORRES,11,LARA
668,ALTAGRACIA,150,TORRES,11,LARA
669,SANTA INES,151,URDANETA,11,LARA
670,AGUADA GRANDE,151,URDANETA,11,LARA
671,BARAGUA,151,URDANETA,11,LARA
1164,CIUDAD SIN ASIGNAR DE MUNICIPIO ANDRES ELOY BLANCO,143,ANDRES ELOY BLANCO,11,LARA
1165,CIUDAD SIN ASIGNAR DE MUNICIPIO CRESPO,144,CRESPO,11,LARA
1166,CIUDAD SIN ASIGNAR DE MUNICIPIO IRIBARREN,145,IRIBARREN,11,LARA
1167,CIUDAD SIN ASIGNAR DE MUNICIPIO JIMENEZ,146,JIMENEZ,11,LARA
1168,CIUDAD SIN ASIGNAR DE MUNICIPIO MORAN,147,MORAN,11,LARA
1169,CIUDAD SIN ASIGNAR DE MUNICIPIO PALAVECINO,148,PALAVECINO,11,LARA
1170,CIUDAD SIN ASIGNAR DE MUNICIPIO SIMON PLANAS,149,SIMON PLANAS,11,LARA
1171,CIUDAD SIN ASIGNAR DE MUNICIPIO TORRES,150,TORRES,11,LARA
1172,CIUDAD SIN ASIGNAR DE MUNICIPIO URDANETA,151,URDANETA,11,LARA
1370,CIUDAD SIN ASIGNAR DE ESTADO LARA,347,MUNICIPIO SIN ASIGNAR DE LARA,11,LARA
34,EL VIGIA,152,ALBERTO ADRIANI,16,MERIDA
35,MERIDA,163,LIBERTADOR,16,MERIDA
69,EJIDO,157,CAMPO ELIAS,16,MERIDA
194,LA AZULITA,153,ANDRES BELLO,16,MERIDA
195,SANTA CRUZ DE MORA,154,ANTONIO PINTO SALINAS,16,MERIDA
196,ARICAGUA,155,ARICAGUA,16,MERIDA
197,CANAGUA,156,ARZOBISPO CHACON,16,MERIDA
198,TUCANI,158,CARACCIOLO PARRA OLMEDO,16,MERIDA
199,SANTO DOMINGO,159,CARDENAL QUINTERO,16,MERIDA
200,GUARAQUE,160,GUARAQUE,16,MERIDA
201,ARAPUEY,161,JULIO CESAR SALAS,16,MERIDA
202,TORONDOY,162,JUSTO BRICEÑO,16,MERIDA
203,TIMOTES,164,MIRANDA,16,MERIDA
204,SANTA ELENA DE ARENALES,165,OBISPO RAMOSDE LORA,16,MERIDA
205,SANTA MARIA DE CAPARO,166,PADRE NOGUERA,16,MERIDA
206,PUEBLO LLANO,167,PUEBLO LLANO,16,MERIDA
207,MUCUCHIES,168,RANGEL,16,MERIDA
208,BAILADORES,169,RIVAS DAVILA,16,MERIDA
209,TABAY,170,SANTOS MARQUINA,16,MERIDA
210,LAGUNILLAS,171,SUCRE,16,MERIDA
211,TOVAR,172,TOVAR,16,MERIDA
212,NUEVA BOLIVIA,173,TULIO FEBRES CORDERO,16,MERIDA
213,ZEA,174,ZEA,16,MERIDA
672,LA PALMITA,152,ALBERTO ADRIANI,16,MERIDA
673,MUCUJEPE,152,ALBERTO ADRIANI,16,MERIDA
674,LOS NARANJOS,152,ALBERTO ADRIANI,16,MERIDA
675,LA BLANCA,152,ALBERTO ADRIANI,16,MERIDA
676,MESA BOLIVAR,154,ANTONIO PINTO SALINAS,16,MERIDA
677,MESA DE LAS PALMAS,154,ANTONIO PINTO SALINAS,16,MERIDA
678,CAMPO ELIAS,155,ARICAGUA,16,MERIDA
679,CAPURI,156,ARZOBISPO CHACON,16,MERIDA
680,CHACANTA,156,ARZOBISPO CHACON,16,MERIDA
681,EL MOLINO,156,ARZOBISPO CHACON,16,MERIDA
682,EL VIENTO,156,ARZOBISPO CHACON,16,MERIDA
683,MUCUTUY,156,ARZOBISPO CHACON,16,MERIDA
684,MUCUCHACHI,156,ARZOBISPO CHACON,16,MERIDA
685,ACEQUIAS,157,CAMPO ELIAS,16,MERIDA
686,JAJI,157,CAMPO ELIAS,16,MERIDA
687,LA MESA,157,CAMPO ELIAS,16,MERIDA
688,SAN JOSE,157,CAMPO ELIAS,16,MERIDA
689,EL PINAR,158,CARACCIOLO PARRA OLMEDO,16,MERIDA
690,LAS PIEDRAS,159,CARDENAL QUINTERO,16,MERIDA
691,MESA DE QUINTERO,160,GUARAQUE,16,MERIDA
692,RIO NEGRO,160,GUARAQUE,16,MERIDA
693,SAN JOSE DE PALMIRA,161,JULIO CESAR SALAS,16,MERIDA
694,SAN CRISTOBAL DE TORONDOY,162,JUSTO BRICEÑO,16,MERIDA
695,EL MORRO,163,LIBERTADOR,16,MERIDA
696,LOS NEVADOS,163,LIBERTADOR,16,MERIDA
697,CHACHOPO,164,MIRANDA,16,MERIDA
698,LA VENTA,164,MIRANDA,16,MERIDA
699,PIÑANGO,164,MIRANDA,16,MERIDA
700,GUAYABONES,165,OBISPO RAMOSDE LORA,16,MERIDA
701,SAN RAFAEL DE ALCAZAR,165,OBISPO RAMOSDE LORA,16,MERIDA
702,CACUTE,168,RANGEL,16,MERIDA
703,LA TOMA,168,RANGEL,16,MERIDA
704,MUCURUBA,168,RANGEL,16,MERIDA
705,SAN RAFAEL,168,RANGEL,16,MERIDA
706,LA PLAYA,169,RIVAS DAVILA,16,MERIDA
707,CHIGUARA,171,SUCRE,16,MERIDA
708,ESTANQUEZ,171,SUCRE,16,MERIDA
709,LA TRAMPA,171,SUCRE,16,MERIDA
710,PUEBLO NUEVO DEL SUR,171,SUCRE,16,MERIDA
711,SAN JUAN,171,SUCRE,16,MERIDA
712,PALMARITO,173,TULIO FEBRES CORDERO,16,MERIDA
713,LAS VIRTUDES,173,TULIO FEBRES CORDERO,16,MERIDA
714,SANTA APOLONIA,173,TULIO FEBRES CORDERO,16,MERIDA
715,CAÑO TRIGRE,174,ZEA,16,MERIDA
1173,CIUDAD SIN ASIGNAR DE MUNICIPIO ALBERTO ADRIANI,152,ALBERTO ADRIANI,16,MERIDA
1174,CIUDAD SIN ASIGNAR DE MUNICIPIO ANDRES BELLO,153,ANDRES BELLO,16,MERIDA
1175,CIUDAD SIN ASIGNAR DE MUNICIPIO ANTONIO PINTO SALI,154,ANTONIO PINTO SALINAS,16,MERIDA
1176,CIUDAD SIN ASIGNAR DE MUNICIPIO ARICAGUA,155,ARICAGUA,16,MERIDA
1177,CIUDAD SIN ASIGNAR DE MUNICIPIO ARZOBISPO CHACON,156,ARZOBISPO CHACON,16,MERIDA
1178,CIUDAD SIN ASIGNAR DE MUNICIPIO CAMPO ELIAS,157,CAMPO ELIAS,16,MERIDA
1179,CIUDAD SIN ASIGNAR DE MUNICIPIO CARACCIOLO PARRA O,158,CARACCIOLO PARRA OLMEDO,16,MERIDA
1180,CIUDAD SIN ASIGNAR DE MUNICIPIO CARDENAL QUINTERO,159,CARDENAL QUINTERO,16,MERIDA
1181,CIUDAD SIN ASIGNAR DE MUNICIPIO GUARAQUE,160,GUARAQUE,16,MERIDA
1182,CIUDAD SIN ASIGNAR DE MUNICIPIO JULIO CESAR SALAS,161,JULIO CESAR SALAS,16,MERIDA
1183,CIUDAD SIN ASIGNAR DE MUNICIPIO JUSTO BRICEÑO,162,JUSTO BRICEÑO,16,MERIDA
1184,CIUDAD SIN ASIGNAR DE MUNICIPIO LIBERTADOR,163,LIBERTADOR,16,MERIDA
1185,CIUDAD SIN ASIGNAR DE MUNICIPIO MIRANDA,164,MIRANDA,16,MERIDA
1186,CIUDAD SIN ASIGNAR DE MUNICIPIO OBISPO RAMOSDE LOR,165,OBISPO RAMOSDE LORA,16,MERIDA
1187,CIUDAD SIN ASIGNAR DE MUNICIPIO PADRE NOGUERA,166,PADRE NOGUERA,16,MERIDA
1188,CIUDAD SIN ASIGNAR DE MUNICIPIO PUEBLO LLANO,167,PUEBLO LLANO,16,MERIDA
1189,CIUDAD SIN ASIGNAR DE MUNICIPIO RANGEL,168,RANGEL,16,MERIDA
1190,CIUDAD SIN ASIGNAR DE MUNICIPIO RIVAS DAVILA,169,RIVAS DAVILA,16,MERIDA
1191,CIUDAD SIN ASIGNAR DE MUNICIPIO SANTOS MARQUINA,170,SANTOS MARQUINA,16,MERIDA
1192,CIUDAD SIN ASIGNAR DE MUNICIPIO SUCRE,171,SUCRE,16,MERIDA
1193,CIUDAD SIN ASIGNAR DE MUNICIPIO TOVAR,172,TOVAR,16,MERIDA
1194,CIUDAD SIN ASIGNAR DE MUNICIPIO TULIO FEBRES CORDE,173,TULIO FEBRES CORDERO,16,MERIDA
1195,CIUDAD SIN ASIGNAR DE MUNICIPIO ZEA,174,ZEA,16,MERIDA
1371,CIUDAD SIN ASIGNAR DE ESTADO MERIDA,352,MUNICIPIO SIN ASIGNAR DE MERIDA,16,MERIDA
1386,GUAYANITOS,166,PADRE NOGUERA,16,MERIDA
54,LOS TEQUES,184,GUACAIPURO,4,MIRANDA
55,SANTA TERESA DEL TUY,185,INDEPENDENCIA,4,MIRANDA
214,CAUCAGUA,175,ACEVEDO,4,MIRANDA
215,SAN JOSE DE BARLOVENTO,176,ANDRES BELLO,4,MIRANDA
216,NUESTRA SEÑORA DEL ROSARIO,177,BARUTA,4,MIRANDA
217,HIGUEROTE,178,BRION,4,MIRANDA
218,MAMPORAL,179,BUROZ,4,MIRANDA
219,CARRIZAL,180,CARRIZAL,4,MIRANDA
220,CHACAO,181,CHACAO,4,MIRANDA
221,CHARALLAVE,182,CRISTOBAL,4,MIRANDA
222,EL HATILLO,183,EL HATILLO,4,MIRANDA
223,OCUMARE DEL TUY,186,LANDER,4,MIRANDA
224,SAN ANTONIO DE LOS ALTOS,187,LOS SALIAS,4,MIRANDA
